City,Region,Country,Source,Code,Latitude,Longitude,Time_Zone,Elevation,URL
ISHURDI,-,BGD,SWERA,419070,24.13,89.05,6.0,14.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Ishurdi.419070_SWERA/BGD_Ishurdi.419070_SWERA.epw
JESSORE_(CIV/MIL),-,BGD,SWERA,419360,23.18,89.17,6.0,7.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Jessore.419360_SWERA/BGD_Jessore.419360_SWERA.epw
RANGPUR,-,BGD,SWERA,418590,25.73,89.23,6.0,34.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Rangpur.418590_SWERA/BGD_Rangpur.418590_SWERA.epw
SYLHET_OSMANI,-,BGD,SWERA,418910,24.90,91.88,6.0,35.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Sylhet.418910_SWERA/BGD_Sylhet.418910_SWERA.epw
BOGRA,-,BGD,SWERA,418830,24.85,89.37,6.0,20.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Bogra.418830_SWERA/BGD_Bogra.418830_SWERA.epw
Chittagong/Patenga (CI,-,BGD,SWERA,419780,22.27,91.82,6.0,6.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Chittagong-Patenga.419780_SWERA/BGD_Chittagong-Patenga.419780_SWERA.epw
COX'S_BAZAR,-,BGD,SWERA,419920,21.43,91.97,6.0,4.0",https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Coxs.Bazar.419920_SWERA/BGD_Coxs.Bazar.419920_SWERA.epw
DHAKA/TEJGAON_(MIL),-,BGD,SWERA,419230,23.77,90.38,6.0,9.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Dhaka.419230_SWERA/BGD_Dhaka.419230_SWERA.epw
ISHURDI,-,BGD,SWERA,419070,24.13,89.05,6.0,14.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Ishurdi.419070_SWERA/BGD_Ishurdi.419070_SWERA.epw
JESSORE_(CIV/MIL),-,BGD,SWERA,419360,23.18,89.17,6.0,7.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Jessore.419360_SWERA/BGD_Jessore.419360_SWERA.epw
RANGPUR,-,BGD,SWERA,418590,25.73,89.23,6.0,34.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Rangpur.418590_SWERA/BGD_Rangpur.418590_SWERA.epw
SYLHET_OSMANI,-,BGD,SWERA,418910,24.90,91.88,6.0,35.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/BGD/BGD_Sylhet.418910_SWERA/BGD_Sylhet.418910_SWERA.epw
Anqing,Anhui,CHN,CSWD,584240,30.53,117.05,8.0,19.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Anqing.584240_CSWD/CHN_Anhui.Anqing.584240_CSWD.epw
Bengbu,Anhui,CHN,CSWD,582210,32.95,117.38,8.0,18.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Bengbu.582210_CSWD/CHN_Anhui.Bengbu.582210_CSWD.epw
Boxian,Anhui,CHN,CSWD,581020,33.87,115.77,8.0,37.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Boxian.581020_CSWD/CHN_Anhui.Boxian.581020_CSWD.epw
Dongcheng,Anhui,CHN,CSWD,583190,31.07,116.95,8.0,85.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Dongcheng.583190_CSWD/CHN_Anhui.Dongcheng.583190_CSWD.epw
Hefei,Anhui,CHN,CSWD,583210,31.87,117.23,8.0,26.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Hefei.583210_CSWD/CHN_Anhui.Hefei.583210_CSWD.epw
HEFEI/LUOGANG,-,CHN,SWERA,583210,31.87,117.23,8.0,36.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Hefei.583210_SWERA/CHN_Anhui.Hefei.583210_SWERA.epw
Huoshan,Anhui,CHN,CSWD,583140,31.40,116.32,8.0,68.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Huoshan.583140_CSWD/CHN_Anhui.Huoshan.583140_CSWD.epw
Shouxian,Anhui,CHN,CSWD,582150,32.55,116.78,8.0,22.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Shouxian.582150_CSWD/CHN_Anhui.Shouxian.582150_CSWD.epw
Tunxi,Anhui,CHN,CSWD,585310,29.72,118.28,8.0,142.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Anhui.Tunxi.585310_CSWD/CHN_Anhui.Tunxi.585310_CSWD.epw
Beijing,Beijing,CHN,CSWD,545110,39.80,116.47,8.0,31.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Beijing.Beijing.545110_CSWD/CHN_Beijing.Beijing.545110_CSWD.epw
BEIJING,-,CHN,IWEC Data,545110,39.80,116.47,8.0,32.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Beijing.Beijing.545110_IWEC/CHN_Beijing.Beijing.545110_IWEC.epw
BEIJING/PEKING,-,CHN,SWERA,545110,39.93,116.28,8.0,55.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Beijing.Beijing.545110_SWERA/CHN_Beijing.Beijing.545110_SWERA.epw
Miyun,Beijing,CHN,CSWD,544160,40.38,116.87,8.0,71.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Beijing.Miyun.544160_CSWD/CHN_Beijing.Miyun.544160_CSWD.epw
Chongqing Shapingba,Chongqing,CHN,CSWD,575160,29.58,106.47,8.0,259.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Chongqing.Chongqing.Shapingba.575160_CSWD/CHN_Chongqing.Chongqing.Shapingba.575160_CSWD.epw
CHONGQING/CHUNGKING,-,CHN,SWERA,575160,29.52,106.48,8.0,351.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Chongqing.Chongqing.Shapingba.575160_SWERA/CHN_Chongqing.Chongqing.Shapingba.575160_SWERA.epw
Youyang,Chongqing,CHN,CSWD,576330,28.83,108.77,8.0,664.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Chongqing.Youyang.576330_CSWD/CHN_Chongqing.Youyang.576330_CSWD.epw
Congwu,Fujian,CHN,CSWD,591330,24.90,118.92,8.0,21.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Fujian.Congwu.591330_CSWD/CHN_Fujian.Congwu.591330_CSWD.epw
Fuzhou,Fujian,CHN,CSWD,588470,26.08,119.28,8.0,4.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Fujian.Fuzhou.588470_CSWD/CHN_Fujian.Fuzhou.588470_CSWD.epw
Jianou,Fujian,CHN,CSWD,587370,27.05,118.32,8.0,154.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Fujian.Jianou.587370_CSWD/CHN_Fujian.Jianou.587370_CSWD.epw
Nanping,Fujian,CHN,CSWD,588340,26.65,118.17,8.0,125.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Fujian.Nanping.588340_CSWD/CHN_Fujian.Nanping.588340_CSWD.epw
Shanghang,Fujian,CHN,CSWD,589180,25.05,116.42,8.0,198.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Fujian.Shanghang.589180_CSWD/CHN_Fujian.Shanghang.589180_CSWD.epw
Xiamen,Fujian,CHN,CSWD,591340,24.48,118.07,8.0,139.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Fujian.Xiamen.591340_CSWD/CHN_Fujian.Xiamen.591340_CSWD.epw
Yongan,Fujian,CHN,CSWD,589210,25.97,117.35,8.0,206.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Fujian.Yongan.589210_CSWD/CHN_Fujian.Yongan.589210_CSWD.epw
Dunhuang,Gansu,CHN,CSWD,524180,40.15,94.68,8.0,1139.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Dunhuang.524180_CSWD/CHN_Gansu.Dunhuang.524180_CSWD.epw
Hezuo,Gansu,CHN,CSWD,560800,35.00,102.90,8.0,2910.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Hezuo.560800_CSWD/CHN_Gansu.Hezuo.560800_CSWD.epw
Jiuquan,Gansu,CHN,CSWD,525330,39.77,98.48,8.0,1477.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Jiuquan.525330_CSWD/CHN_Gansu.Jiuquan.525330_CSWD.epw
Lanzhou,Gansu,CHN,CSWD,528890,36.05,103.88,8.0,1517.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Lanzhou.528890_CSWD/CHN_Gansu.Lanzhou.528890_CSWD.epw
LANZHOU,-,CHN,IWEC Data,528890,36.05,103.88,8.0,1518.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Lanzhou.528890_IWEC/CHN_Gansu.Lanzhou.528890_IWEC.epw
LANZHOU,-,CHN,SWERA,528890,36.05,103.88,8.0,1518.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Lanzhou.528890_SWERA/CHN_Gansu.Lanzhou.528890_SWERA.epw
Minqin,Gansu,CHN,CSWD,526810,38.63,103.08,8.0,1367.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Minqin.526810_CSWD/CHN_Gansu.Minqin.526810_CSWD.epw
MINQIN,-,CHN,SWERA,526810,38.77,103.10,8.0,1367.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Minqin.526810_SWERA/CHN_Gansu.Minqin.526810_SWERA.epw
Minxian,Gansu,CHN,CSWD,560930,34.43,104.02,8.0,2315.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Minxian.560930_CSWD/CHN_Gansu.Minxian.560930_CSWD.epw
Pingliang,Gansu,CHN,CSWD,539150,35.55,106.67,8.0,1346.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Pingliang.539150_CSWD/CHN_Gansu.Pingliang.539150_CSWD.epw
Tianshui,Gansu,CHN,CSWD,570060,34.58,105.75,8.0,1141.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Tianshui.570060_CSWD/CHN_Gansu.Tianshui.570060_CSWD.epw
Wudu,Gansu,CHN,CSWD,560960,33.40,104.92,8.0,1079.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Wudu.560960_CSWD/CHN_Gansu.Wudu.560960_CSWD.epw
WUDU,-,CHN,SWERA,560960,33.40,104.92,8.0,1079.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Wudu.560960_SWERA/CHN_Gansu.Wudu.560960_SWERA.epw
Wushaoling,Gansu,CHN,CSWD,527870,37.20,102.87,8.0,3045.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Wushaoling.527870_CSWD/CHN_Gansu.Wushaoling.527870_CSWD.epw
Xifengzhen,Gansu,CHN,CSWD,539230,35.73,107.63,8.0,1421.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Xifengzhen.539230_CSWD/CHN_Gansu.Xifengzhen.539230_CSWD.epw
Yumenzhen,Gansu,CHN,CSWD,524360,40.27,97.03,8.0,1526.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Yumenzhen.524360_CSWD/CHN_Gansu.Yumenzhen.524360_CSWD.epw
YUMENZHEN,-,CHN,SWERA,524360,40.27,97.03,8.0,1527.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Yumenzhen.524360_SWERA/CHN_Gansu.Yumenzhen.524360_SWERA.epw
Yuzhong,Gansu,CHN,CSWD,529830,35.87,104.15,8.0,1874.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Gansu.Yuzhong.529830_CSWD/CHN_Gansu.Yuzhong.529830_CSWD.epw
Dianbai,Guangdong,CHN,CSWD,596640,21.50,111.00,8.0,11.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Dianbai.596640_CSWD/CHN_Guangdong.Dianbai.596640_CSWD.epw
Guangzhou,Guangdong,CHN,CSWD,592870,23.17,113.33,8.0,41.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Guangzhou.592870_CSWD/CHN_Guangdong.Guangzhou.592870_CSWD.epw
GUANGZHOU,-,CHN,IWEC Data,592870,23.13,113.32,8.0,8.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Guangzhou.592870_IWEC/CHN_Guangdong.Guangzhou.592870_IWEC.epw
Heyuan,Guangdong,CHN,CSWD,592930,23.73,114.68,8.0,40.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Heyuan.592930_CSWD/CHN_Guangdong.Heyuan.592930_CSWD.epw
Nanxiong,Guangdong,CHN,CSWD,579960,25.13,114.32,8.0,133.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Nanxiong.579960_CSWD/CHN_Guangdong.Nanxiong.579960_CSWD.epw
Shantou,Guangdong,CHN,CSWD,593160,23.40,116.68,8.0,2.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Shantou.593160_CSWD/CHN_Guangdong.Shantou.593160_CSWD.epw
Shanwei,Guangdong,CHN,CSWD,595010,22.80,115.37,8.0,17.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Shanwei.595010_CSWD/CHN_Guangdong.Shanwei.595010_CSWD.epw
Shaoguan,Guangdong,CHN,CSWD,590820,24.68,113.60,8.0,61.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Shaoguan.590820_CSWD/CHN_Guangdong.Shaoguan.590820_CSWD.epw
SHENZHEN,-,CHN,SWERA,594930,22.55,114.10,8.0,18.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Shenzhen.594930_SWERA/CHN_Guangdong.Shenzhen.594930_SWERA.epw
Yangjiang,Guangdong,CHN,CSWD,596630,21.87,111.97,8.0,23.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Yangjiang.596630_CSWD/CHN_Guangdong.Yangjiang.596630_CSWD.epw
Zhengcheng,Guangdong,CHN,CSWD,592940,23.33,113.83,8.0,38.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangdong.Zhengcheng.592940_CSWD/CHN_Guangdong.Zhengcheng.592940_CSWD.epw
Baise,Guangxi Zhuang,CHN,CSWD,592110,23.90,106.60,8.0,173.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Baise.592110_CSWD/CHN_Guangxi.Zhuang.Baise.592110_CSWD.epw
Duan,Guangxi Zhuang,CHN,CSWD,590370,23.93,108.10,8.0,170.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Duan.590370_CSWD/CHN_Guangxi.Zhuang.Duan.590370_CSWD.epw
Guilin,Guangxi Zhuang,CHN,CSWD,579570,25.32,110.30,8.0,164.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Guilin.579570_CSWD/CHN_Guangxi.Zhuang.Guilin.579570_CSWD.epw
Guiping,Guangxi Zhuang,CHN,CSWD,592540,23.40,110.08,8.0,42.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Guiping.592540_CSWD/CHN_Guangxi.Zhuang.Guiping.592540_CSWD.epw
Hechi,Guangxi Zhuang,CHN,CSWD,590230,24.70,108.05,8.0,211.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Hechi.590230_CSWD/CHN_Guangxi.Zhuang.Hechi.590230_CSWD.epw
Lingshan,Guangxi Zhuang,CHN,CSWD,594460,22.42,109.30,8.0,66.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Lingshan.594460_CSWD/CHN_Guangxi.Zhuang.Lingshan.594460_CSWD.epw
Longzhou,Guangxi Zhuang,CHN,CSWD,594170,22.33,106.85,8.0,128.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Longzhou.594170_CSWD/CHN_Guangxi.Zhuang.Longzhou.594170_CSWD.epw
Nanning,Guangxi Zhuang,CHN,CSWD,594310,22.63,108.22,8.0,121.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Nanning.594310_CSWD/CHN_Guangxi.Zhuang.Nanning.594310_CSWD.epw
Qinzhou,Guangxi Zhuang,CHN,CSWD,596320,21.95,108.62,8.0,4.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Qinzhou.596320_CSWD/CHN_Guangxi.Zhuang.Qinzhou.596320_CSWD.epw
Wuzhou,Guangxi Zhuang,CHN,CSWD,592650,23.48,111.30,8.0,114.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guangxi.Zhuang.Wuzhou.592650_CSWD/CHN_Guangxi.Zhuang.Wuzhou.592650_CSWD.epw
Bijie,Guizhou,CHN,CSWD,577070,27.30,105.28,8.0,1510.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guizhou.Bijie.577070_CSWD/CHN_Guizhou.Bijie.577070_CSWD.epw
Guiyang,Guizhou,CHN,CSWD,578160,26.58,106.73,8.0,1223.8',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guizhou.Guiyang.578160_CSWD/CHN_Guizhou.Guiyang.578160_CSWD.epw
GUIYANG,-,CHN,SWERA,578160,26.58,106.72,8.0,1074.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guizhou.Guiyang.578160_SWERA/CHN_Guizhou.Guiyang.578160_SWERA.epw
Sansui,Guizhou,CHN,CSWD,578320,26.97,108.67,8.0,626.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guizhou.Sansui.578320_CSWD/CHN_Guizhou.Sansui.578320_CSWD.epw
Tongzi,Guizhou,CHN,CSWD,576060,28.13,106.83,8.0,972.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guizhou.Tongzi.576060_CSWD/CHN_Guizhou.Tongzi.576060_CSWD.epw
Weining,Guizhou,CHN,CSWD,566910,26.87,104.28,8.0,2237.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guizhou.Weining.566910_CSWD/CHN_Guizhou.Weining.566910_CSWD.epw
Xingyi,Guizhou,CHN,CSWD,579020,25.43,105.18,8.0,1378.5',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guizhou.Xingyi.579020_CSWD/CHN_Guizhou.Xingyi.579020_CSWD.epw
Zunyi,Guizhou,CHN,CSWD,577130,27.70,106.88,8.0,843.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Guizhou.Zunyi.577130_CSWD/CHN_Guizhou.Zunyi.577130_CSWD.epw
Dongfang,Hainan,CHN,CSWD,598380,19.10,108.62,8.0,8.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hainan.Dongfang.598380_CSWD/CHN_Hainan.Dongfang.598380_CSWD.epw
Haikou,Hainan,CHN,CSWD,597580,20.03,110.35,8.0,13.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hainan.Haikou.597580_CSWD/CHN_Hainan.Haikou.597580_CSWD.epw
Qionghai,Hainan,CHN,CSWD,598550,19.23,110.47,8.0,24.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hainan.Qionghai.598550_CSWD/CHN_Hainan.Qionghai.598550_CSWD.epw
Chengde,Hebei,CHN,CSWD,544230,40.98,117.95,8.0,385.9',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hebei.Chengde.544230_CSWD/CHN_Hebei.Chengde.544230_CSWD.epw
Fengning,Hebei,CHN,CSWD,543080,41.22,116.63,8.0,661.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hebei.Fengning.543080_CSWD/CHN_Hebei.Fengning.543080_CSWD.epw
Huailai,Hebei,CHN,CSWD,544050,40.40,115.50,8.0,536.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hebei.Huailai.544050_CSWD/CHN_Hebei.Huailai.544050_CSWD.epw
Leting,Hebei,CHN,CSWD,545390,39.43,118.88,8.0,10.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hebei.Leting.545390_CSWD/CHN_Hebei.Leting.545390_CSWD.epw
Raoyang,Hebei,CHN,CSWD,546060,38.23,115.73,8.0,19.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hebei.Raoyang.546060_CSWD/CHN_Hebei.Raoyang.546060_CSWD.epw
Shijiazhuang,Hebei,CHN,CSWD,536980,38.03,114.42,8.0,81.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hebei.Shijiazhuang.536980_CSWD/CHN_Hebei.Shijiazhuang.536980_CSWD.epw
Xingtai,Hebei,CHN,CSWD,537980,37.07,114.50,8.0,77.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hebei.Xingtai.537980_CSWD/CHN_Hebei.Xingtai.537980_CSWD.epw
Zhangbei,Hebei,CHN,CSWD,533990,41.15,114.70,8.0,1393.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Hebei.Zhangbei.533990_CSWD/CHN_Hebei.Zhangbei.533990_CSWD.epw
Anda,Heilongjiang,CHN,CSWD,508540,46.38,125.32,8.0,149.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Anda.508540_CSWD/CHN_Heilongjiang.Anda.508540_CSWD.epw
Fujin,Heilongjiang,CHN,CSWD,507880,47.23,131.98,8.0,66.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Fujin.507880_CSWD/CHN_Heilongjiang.Fujin.507880_CSWD.epw
Fuyu,Heilongjiang,CHN,CSWD,507420,47.78,124.48,8.0,162.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Fuyu.507420_CSWD/CHN_Heilongjiang.Fuyu.507420_CSWD.epw
Hailun,Heilongjiang,CHN,CSWD,507560,47.43,126.97,8.0,239.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Hailun.507560_CSWD/CHN_Heilongjiang.Hailun.507560_CSWD.epw
Harbin,Heilongjiang,CHN,CSWD,509530,45.75,126.77,8.0,142.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Harbin.509530_CSWD/CHN_Heilongjiang.Harbin.509530_CSWD.epw
HARBIN,-,CHN,IWEC Data,509530,45.72,126.68,8.0,143.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Harbin.509530_IWEC/CHN_Heilongjiang.Harbin.509530_IWEC.epw
HARBIN,-,CHN,SWERA,509530,45.75,126.77,8.0,143.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Harbin.509530_SWERA/CHN_Heilongjiang.Harbin.509530_SWERA.epw
Huma,Heilongjiang,CHN,CSWD,503530,51.72,126.65,8.0,177.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Huma.503530_CSWD/CHN_Heilongjiang.Huma.503530_CSWD.epw
Jiamusi,Heilongjiang,CHN,CSWD,508730,46.82,130.28,8.0,81.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Jiamusi.508730_CSWD/CHN_Heilongjiang.Jiamusi.508730_CSWD.epw
Jixi,Heilongjiang,CHN,CSWD,509780,45.28,130.95,8.0,238.3',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Jixi.509780_CSWD/CHN_Heilongjiang.Jixi.509780_CSWD.epw
Keshan,Heilongjiang,CHN,CSWD,506580,48.05,125.88,8.0,234.6',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Keshan.506580_CSWD/CHN_Heilongjiang.Keshan.506580_CSWD.epw
Mohe,Heilongjiang,CHN,CSWD,501360,52.97,122.52,8.0,433.0',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Mohe.501360_CSWD/CHN_Heilongjiang.Mohe.501360_CSWD.epw
Mudanjiang,Heilongjiang,CHN,CSWD,540940,44.57,129.60,8.0,241.4',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Mudanjiang.540940_CSWD/CHN_Heilongjiang.Mudanjiang.540940_CSWD.epw
Nenjiang,Heilongjiang,CHN,CSWD,505570,49.17,125.23,8.0,242.2',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Nenjiang.505570_CSWD/CHN_Heilongjiang.Nenjiang.505570_CSWD.epw
Qiqihar,Heilongjiang,CHN,CSWD,507450,47.38,123.92,8.0,147.1',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Qiqihar.507450_CSWD/CHN_Heilongjiang.Qiqihar.507450_CSWD.epw
Shangzhi,Heilongjiang,CHN,CSWD,509680,45.22,127.97,8.0,189.7',https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/CHN/CHN_Heilongjiang.Shangzhi.509680_CSWD/CHN_Heilongjiang.Shangzhi.509680_CSWD.epw
